frame.number,ip.src,ip.dst,tcp.srcport,udp.srcport,tcp.dstport,udp.dstport,ip.proto,Flow_ID
316,10.0.0.3,10.0.0.2,22,,53850,,6,2
317,10.0.0.1,10.0.0.2,47640,,8096,,6,1
318,10.0.0.2,10.0.0.1,8096,,47640,,6,1
319,10.0.0.1,10.0.0.2,47640,,8096,,6,1
320,10.0.0.2,10.0.0.3,53850,,22,,6,2
321,10.0.0.3,10.0.0.2,22,,53850,,6,2
322,10.0.0.1,10.0.0.2,47640,,8096,,6,1
323,10.0.0.2,10.0.0.1,8096,,47640,,6,1
324,10.0.0.1,10.0.0.2,47640,,8096,,6,1
325,10.0.0.2,10.0.0.3,53850,,22,,6,2
326,10.0.0.3,10.0.0.2,22,,53850,,6,2
327,10.0.0.1,10.0.0.2,47640,,8096,,6,1
328,10.0.0.2,10.0.0.1,8096,,47640,,6,1
329,10.0.0.1,10.0.0.2,47640,,8096,,6,1
330,10.0.0.2,10.0.0.3,53850,,22,,6,2
331,10.0.0.3,10.0.0.2,22,,53850,,6,2
332,10.0.0.1,10.0.0.2,47640,,8096,,6,1
333,10.0.0.2,10.0.0.1,8096,,47640,,6,1
334,10.0.0.1,10.0.0.2,47640,,8096,,6,1
335,10.0.0.2,10.0.0.3,53850,,22,,6,2
336,10.0.0.3,10.0.0.2,22,,53850,,6,2
337,10.0.0.1,10.0.0.2,47640,,8096,,6,1
338,10.0.0.2,10.0.0.1,8096,,47640,,6,1
339,10.0.0.1,10.0.0.2,47640,,8096,,6,1
340,10.0.0.2,10.0.0.3,53850,,22,,6,2
341,10.0.0.3,10.0.0.2,22,,53850,,6,2
342,10.0.0.3,10.0.0.2,22,,53850,,6,2
343,10.0.0.2,10.0.0.3,53850,,22,,6,2
344,10.0.0.2,10.0.0.1,8096,,47640,,6,1
345,10.0.0.1,10.0.0.2,47640,,8096,,6,1
346,10.0.0.3,10.0.0.2,22,,53850,,6,2
347,10.0.0.2,10.0.0.3,53850,,22,,6,2
348,10.0.0.2,10.0.0.1,8096,,47640,,6,1
349,10.0.0.1,10.0.0.2,47640,,8096,,6,1
